unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1627689600000,2021-07-31 00:00:00,BTC/USDT,42206.36000000,42448.00000000,41000.15000000,41461.83000000,44849.79101200,1868285510.88467891,1565380
1627603200000,2021-07-30 00:00:00,BTC/USDT,40018.49000000,42316.71000000,38313.23000000,42206.37000000,73602.78480500,2939833541.38153644,1797012
1627516800000,2021-07-29 00:00:00,BTC/USDT,40019.57000000,40640.00000000,39200.00000000,40016.48000000,53998.43928300,2154190697.34531810,1428738
1627430400000,2021-07-28 00:00:00,BTC/USDT,39456.61000000,40900.00000000,38772.00000000,40019.56000000,101344.52844100,4040889461.66152784,2631048
1627344000000,2021-07-27 00:00:00,BTC/USDT,37241.33000000,39542.61000000,36383.00000000,39457.87000000,88397.26701500,3335658261.99554664,1938478
1627257600000,2021-07-26 00:00:00,BTC/USDT,35381.02000000,40550.00000000,35205.78000000,37237.60000000,152452.51272400,5832475057.06567638,3330102
1627171200000,2021-07-25 00:00:00,BTC/USDT,34261.51000000,35398.00000000,33851.12000000,35381.02000000,47852.92831300,1646935552.80554462,1245775
1627084800000,2021-07-24 00:00:00,BTC/USDT,33634.10000000,34500.00000000,33401.14000000,34258.14000000,47977.55013800,1625046258.43655218,1196914
1626998400000,2021-07-23 00:00:00,BTC/USDT,32287.58000000,33650.00000000,31924.32000000,33634.09000000,50112.86362600,1631947003.07304657,1394786
1626912000000,2021-07-22 00:00:00,BTC/USDT,32144.51000000,32591.35000000,31708.00000000,32287.83000000,46148.09243300,1482763544.95053643,1000742
1626825600000,2021-07-21 00:00:00,BTC/USDT,29790.34000000,32858.00000000,29482.61000000,32144.51000000,82796.26512800,2603140706.08222436,1415058
1626739200000,2021-07-20 00:00:00,BTC/USDT,30839.65000000,31063.07000000,29278.00000000,29790.35000000,61034.04901700,1821230700.02039109,1062139
1626652800000,2021-07-19 00:00:00,BTC/USDT,31778.57000000,31899.00000000,30407.44000000,30839.65000000,47340.46849900,1470563281.93650284,846029
1626566400000,2021-07-18 00:00:00,BTC/USDT,31520.07000000,32435.00000000,31108.97000000,31778.56000000,35923.71618600,1140964365.64660148,760979
1626480000000,2021-07-17 00:00:00,BTC/USDT,31383.86000000,31955.92000000,31164.31000000,31520.07000000,34012.24213200,1072815966.33630751,883442
1626393600000,2021-07-16 00:00:00,BTC/USDT,31874.49000000,32249.18000000,31020.00000000,31383.87000000,48499.86415400,1538342711.57965672,1067591
1626307200000,2021-07-15 00:00:00,BTC/USDT,32820.03000000,33185.25000000,31133.00000000,31880.00000000,51639.57635300,1652077965.43655981,1099367
1626220800000,2021-07-14 00:00:00,BTC/USDT,32729.12000000,33114.03000000,31550.00000000,32820.02000000,46777.82348400,1515692074.98754753,1123129
1626134400000,2021-07-13 00:00:00,BTC/USDT,33086.94000000,33340.00000000,32202.25000000,32729.77000000,41126.36100800,1348583017.01034310,956053
1626048000000,2021-07-12 00:00:00,BTC/USDT,34259.00000000,34678.43000000,32658.34000000,33086.63000000,48181.40376200,1620646741.33496329,1176847
1625961600000,2021-07-11 00:00:00,BTC/USDT,33502.87000000,34666.00000000,33306.47000000,34258.99000000,31572.64744800,1070033013.19204486,952891
1625875200000,2021-07-10 00:00:00,BTC/USDT,33815.81000000,34262.00000000,33004.78000000,33502.87000000,34761.17546800,1171790111.08299535,865508
1625788800000,2021-07-09 00:00:00,BTC/USDT,32875.71000000,34100.00000000,32261.07000000,33815.81000000,47153.93989900,1562958239.39137620,1236351
1625702400000,2021-07-08 00:00:00,BTC/USDT,33862.11000000,33929.64000000,32077.00000000,32875.71000000,70136.48032000,2304973020.29871520,1257892
1625616000000,2021-07-07 00:00:00,BTC/USDT,34220.02000000,35059.09000000,33777.77000000,33862.12000000,53807.52167500,1857658028.48080391,1041416
1625529600000,2021-07-06 00:00:00,BTC/USDT,33690.15000000,35118.88000000,33532.00000000,34220.01000000,58210.59634900,1991691100.94826585,1184687
1625443200000,2021-07-05 00:00:00,BTC/USDT,35288.13000000,35293.78000000,33125.55000000,33690.14000000,64123.87424500,2183406257.49382919,1109367
1625356800000,2021-07-04 00:00:00,BTC/USDT,34669.12000000,35967.85000000,34357.15000000,35286.51000000,43703.47578900,1544458212.39263313,1164970
1625270400000,2021-07-03 00:00:00,BTC/USDT,33786.54000000,34945.61000000,33316.73000000,34669.13000000,43044.57864100,1478423023.50348303,1078278
1625184000000,2021-07-02 00:00:00,BTC/USDT,33502.33000000,33977.04000000,32699.00000000,33786.55000000,56172.18137800,1870193042.39353716,1176457
1625097600000,2021-07-01 00:00:00,BTC/USDT,35045.00000000,35057.57000000,32711.00000000,33504.69000000,71708.26611200,2410809595.39045694,1240681
1625011200000,2021-06-30 00:00:00,BTC/USDT,35911.72000000,36100.00000000,34017.55000000,35045.00000000,77152.19763400,2688939291.09567313,1301036
1624924800000,2021-06-29 00:00:00,BTC/USDT,34494.89000000,36600.00000000,34225.43000000,35911.73000000,90788.79622000,3233947791.86338857,1673802
1624838400000,2021-06-28 00:00:00,BTC/USDT,34702.49000000,35297.71000000,33862.72000000,34494.89000000,82222.26781900,2837122779.52440164,1868627
1624752000000,2021-06-27 00:00:00,BTC/USDT,32283.65000000,34749.00000000,31973.45000000,34700.34000000,96613.24421100,3199980157.75033328,1799875
1624665600000,2021-06-26 00:00:00,BTC/USDT,31576.09000000,32730.00000000,30151.00000000,32283.65000000,107820.37528700,3376415451.79312412,1814051
1624579200000,2021-06-25 00:00:00,BTC/USDT,34663.08000000,35500.00000000,31275.00000000,31584.45000000,116061.13035600,3846120542.65729680,2094932
1624492800000,2021-06-24 00:00:00,BTC/USDT,33675.07000000,35298.00000000,32286.57000000,34663.09000000,86625.80426000,2925373222.10597716,1531230
1624406400000,2021-06-23 00:00:00,BTC/USDT,32509.56000000,34881.00000000,31683.00000000,33678.07000000,126966.10056300,4282250433.91944518,2026228
1624320000000,2021-06-22 00:00:00,BTC/USDT,31614.12000000,33298.78000000,28805.00000000,32509.56000000,204208.17976200,6406159197.07678900,3113977
1624233600000,2021-06-21 00:00:00,BTC/USDT,35600.17000000,35750.00000000,31251.23000000,31608.93000000,168778.87315900,5545926077.78806706,2688993
1624147200000,2021-06-20 00:00:00,BTC/USDT,35483.72000000,36137.72000000,33336.00000000,35600.16000000,89878.17085000,3124634336.84076064,1691871
1624060800000,2021-06-19 00:00:00,BTC/USDT,35820.48000000,36457.00000000,34803.52000000,35483.72000000,68712.44946100,2453817534.77716944,1212278
1623974400000,2021-06-18 00:00:00,BTC/USDT,38092.97000000,38202.84000000,35129.29000000,35819.84000000,95228.04293500,3507868126.30620260,1809253
1623888000000,2021-06-17 00:00:00,BTC/USDT,38349.00000000,39559.88000000,37365.00000000,38092.97000000,79541.30711900,3065622530.03988603,1620210
1623801600000,2021-06-16 00:00:00,BTC/USDT,40143.80000000,40527.14000000,38116.01000000,38349.01000000,87771.97693700,3450556041.60058353,2134897
1623715200000,2021-06-15 00:00:00,BTC/USDT,40516.28000000,41330.00000000,39506.40000000,40144.04000000,80679.62283800,3247746713.62740970,1931890
1623628800000,2021-06-14 00:00:00,BTC/USDT,39020.56000000,41064.05000000,38730.00000000,40516.29000000,108522.39194900,4320307646.76538952,2185089
1623542400000,2021-06-13 00:00:00,BTC/USDT,35546.12000000,39380.00000000,34757.00000000,39020.57000000,86921.02555500,3208991521.63768005,1894103
1623456000000,2021-06-12 00:00:00,BTC/USDT,37331.98000000,37463.63000000,34600.36000000,35546.11000000,87717.54999000,3132387326.53751386,1719650
1623369600000,2021-06-11 00:00:00,BTC/USDT,36677.83000000,37680.40000000,35936.77000000,37331.98000000,78466.00530000,2903043643.31007191,1727645
1623283200000,2021-06-10 00:00:00,BTC/USDT,37388.05000000,38491.00000000,35782.00000000,36675.72000000,109527.28494300,4062957162.36429993,2231430
1623196800000,2021-06-09 00:00:00,BTC/USDT,33380.80000000,37534.79000000,32396.82000000,37388.05000000,136607.59751700,4794741674.43882304,2601479
1623110400000,2021-06-08 00:00:00,BTC/USDT,33556.96000000,34068.01000000,31000.00000000,33380.81000000,123251.18903700,4030784324.60968405,2074885
1623024000000,2021-06-07 00:00:00,BTC/USDT,35796.31000000,36900.00000000,33300.00000000,33552.79000000,77574.95257300,2755673601.71391388,1532260
1622937600000,2021-06-06 00:00:00,BTC/USDT,35516.07000000,36480.00000000,35222.00000000,35796.31000000,47650.20663700,1711857075.04716966,993430
1622851200000,2021-06-05 00:00:00,BTC/USDT,36829.15000000,37925.00000000,34800.00000000,35513.20000000,70459.62149000,2560547116.83640575,1463754
1622764800000,2021-06-04 00:00:00,BTC/USDT,39246.78000000,39289.07000000,35555.15000000,36829.00000000,91317.79924500,3379399754.93052259,1926311
1622678400000,2021-06-03 00:00:00,BTC/USDT,37568.68000000,39476.00000000,37170.00000000,39246.79000000,75889.10601100,2930945325.70920706,1949658
1622592000000,2021-06-02 00:00:00,BTC/USDT,36694.85000000,38225.00000000,35920.00000000,37568.68000000,67587.37249500,2523462575.68843765,1530915
1622505600000,2021-06-01 00:00:00,BTC/USDT,37253.82000000,37894.81000000,35666.00000000,36693.09000000,81234.66377000,2973928300.37558711,1760417
1622419200000,2021-05-31 00:00:00,BTC/USDT,35641.26000000,37499.00000000,34153.84000000,37253.81000000,94160.73528900,3406047734.83112852,1896359
1622332800000,2021-05-30 00:00:00,BTC/USDT,34605.15000000,36488.00000000,33379.00000000,35641.27000000,73535.38696700,2601994948.14824216,1559892
1622246400000,2021-05-29 00:00:00,BTC/USDT,35661.79000000,37338.58000000,33632.76000000,34605.15000000,112663.09268900,3949843335.32259506,2169643
1622160000000,2021-05-28 00:00:00,BTC/USDT,38529.99000000,38877.83000000,34684.00000000,35663.49000000,135377.62972000,4926260941.93361343,2659178
1622073600000,2021-05-27 00:00:00,BTC/USDT,39241.92000000,40411.14000000,37134.27000000,38529.98000000,86547.15879400,3361413526.05354346,2102182
1621987200000,2021-05-26 00:00:00,BTC/USDT,38324.72000000,40841.00000000,37800.44000000,39241.91000000,104780.77339600,4113717505.26355481,2432319
1621900800000,2021-05-25 00:00:00,BTC/USDT,38810.99000000,39791.77000000,36419.62000000,38324.72000000,111996.22840400,4253519579.37872882,2508310
1621814400000,2021-05-24 00:00:00,BTC/USDT,34681.44000000,39920.00000000,34031.00000000,38796.29000000,161630.89397100,5996773032.15134490,3510578
1621728000000,2021-05-23 00:00:00,BTC/USDT,37458.51000000,38270.64000000,31111.01000000,34655.25000000,217136.04659300,7431242463.20384205,4082004
1621641600000,2021-05-22 00:00:00,BTC/USDT,37263.35000000,38829.00000000,35200.62000000,37449.73000000,126542.24368900,4730567647.67440109,2716691
1621555200000,2021-05-21 00:00:00,BTC/USDT,40525.39000000,42200.00000000,33488.00000000,37252.01000000,202100.88825800,7713346610.27412883,3993336
1621468800000,2021-05-20 00:00:00,BTC/USDT,36671.23000000,42451.67000000,34850.00000000,40526.64000000,203017.59692300,8019897067.17621988,4269898
1621382400000,2021-05-19 00:00:00,BTC/USDT,42849.78000000,43584.90000000,30000.00000000,36690.09000000,354347.24316100,13477694934.87179764,6331062
1621296000000,2021-05-18 00:00:00,BTC/USDT,43538.02000000,45799.29000000,42250.02000000,42849.78000000,116979.86078400,5146670282.54790183,2561165
1621209600000,2021-05-17 00:00:00,BTC/USDT,46426.83000000,46686.00000000,42001.00000000,43538.04000000,166657.17273600,7346755531.93385754,3216821
1621123200000,2021-05-16 00:00:00,BTC/USDT,46762.99000000,49795.89000000,43825.39000000,46431.50000000,114269.81277500,5367497608.11590065,2661295
1621036800000,2021-05-15 00:00:00,BTC/USDT,49844.16000000,50700.00000000,46555.00000000,46762.99000000,89437.44935900,4350775846.51735788,2286791
1620950400000,2021-05-14 00:00:00,BTC/USDT,49671.92000000,51483.00000000,48799.75000000,49841.45000000,80082.20430600,4015904915.40791062,2095860
1620864000000,2021-05-13 00:00:00,BTC/USDT,49537.15000000,51367.19000000,46000.00000000,49670.97000000,147332.00212100,7303694688.60140086,3570506
1620777600000,2021-05-12 00:00:00,BTC/USDT,56670.02000000,58000.01000000,48600.00000000,49631.32000000,99842.78983600,5476115093.11046791,2676826
1620691200000,2021-05-11 00:00:00,BTC/USDT,55816.14000000,56862.43000000,54370.00000000,56670.02000000,64329.54055000,3583030654.76301904,1911480
1620604800000,2021-05-10 00:00:00,BTC/USDT,58240.83000000,59500.00000000,53400.00000000,55816.14000000,89586.34925000,5131782639.96613736,2575419
1620518400000,2021-05-09 00:00:00,BTC/USDT,58866.53000000,59300.00000000,56235.66000000,58240.84000000,69806.11991000,4043552701.50659866,2170139
1620432000000,2021-05-08 00:00:00,BTC/USDT,57315.49000000,59500.00000000,56900.00000000,58862.05000000,69709.90602800,4079553831.98806437,2311378
1620345600000,2021-05-07 00:00:00,BTC/USDT,56393.68000000,58650.00000000,55241.63000000,57314.75000000,74542.74782900,4239374487.47477234,2361692
1620259200000,2021-05-06 00:00:00,BTC/USDT,57436.11000000,58360.00000000,55200.00000000,56393.68000000,70181.67190800,3992289527.73709740,2459881
1620172800000,2021-05-05 00:00:00,BTC/USDT,53205.05000000,58069.82000000,52900.00000000,57436.11000000,77263.92343900,4327994296.15143644,2378119
1620086400000,2021-05-04 00:00:00,BTC/USDT,57169.39000000,57200.00000000,53046.69000000,53200.01000000,85324.62590300,4705402064.30097516,2492629
1620000000000,2021-05-03 00:00:00,BTC/USDT,56578.21000000,58981.44000000,56435.00000000,57169.39000000,57649.93128600,3337604542.62738077,2102128
1619913600000,2021-05-02 00:00:00,BTC/USDT,57797.35000000,57911.02000000,56035.25000000,56578.21000000,36812.87886300,2089763230.43962683,1371638
1619827200000,2021-05-01 00:00:00,BTC/USDT,57697.25000000,58458.07000000,56956.14000000,57800.37000000,42600.35183600,2460342954.84252080,1743013
1619740800000,2021-04-30 00:00:00,BTC/USDT,53555.00000000,57963.00000000,53013.01000000,57694.27000000,68578.91004500,3808187372.73937955,2267648
1619654400000,2021-04-29 00:00:00,BTC/USDT,54846.23000000,55195.84000000,52330.94000000,53555.00000000,52486.01945500,2823220335.47604128,1763676
1619568000000,2021-04-28 00:00:00,BTC/USDT,55011.97000000,56428.00000000,53813.16000000,54846.22000000,55130.45901500,3020242787.50667770,1830042
1619481600000,2021-04-27 00:00:00,BTC/USDT,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54064.03467500,2949719328.36698972,1568666
1619395200000,2021-04-26 00:00:00,BTC/USDT,49066.76000000,54356.62000000,48753.44000000,54001.39000000,86310.80212400,4555688503.39738704,2174544
1619308800000,2021-04-25 00:00:00,BTC/USDT,50047.84000000,50567.91000000,46930.00000000,49066.77000000,58255.64500400,2867858315.18731958,1475479
1619222400000,2021-04-24 00:00:00,BTC/USDT,51110.56000000,51166.22000000,48657.14000000,50047.84000000,55361.51257300,2762081002.87866301,1164985
1619136000000,2021-04-23 00:00:00,BTC/USDT,51690.95000000,52131.85000000,47500.00000000,51125.14000000,132230.78071900,6571097317.46791836,2888237
1619049600000,2021-04-22 00:00:00,BTC/USDT,53787.62000000,55521.48000000,50500.00000000,51690.96000000,104656.63133700,5594983857.31809224,2744621
1618963200000,2021-04-21 00:00:00,BTC/USDT,56425.00000000,56757.91000000,53536.02000000,53787.63000000,66984.75690900,3704549578.69730319,2134946
1618876800000,2021-04-20 00:00:00,BTC/USDT,55633.14000000,57076.24000000,53329.96000000,56425.00000000,72744.48215100,4037701391.61952629,2148820
1618790400000,2021-04-19 00:00:00,BTC/USDT,56150.01000000,57526.81000000,54221.58000000,55633.14000000,78229.04226700,4398619580.64714330,2390527
1618704000000,2021-04-18 00:00:00,BTC/USDT,60006.67000000,60499.00000000,50931.30000000,56150.01000000,124882.13182400,6949379727.42915424,3444089
1618617600000,2021-04-17 00:00:00,BTC/USDT,61334.81000000,62506.05000000,59580.91000000,60006.66000000,58912.25612800,3605701810.67504697,2268816
1618531200000,2021-04-16 00:00:00,BTC/USDT,63158.74000000,63520.61000000,60000.00000000,61334.80000000,91764.13988400,5647292669.61549332,2639940
1618444800000,2021-04-15 00:00:00,BTC/USDT,62959.53000000,63800.00000000,62020.00000000,63159.98000000,51649.70034000,3248931738.29318204,1938028
1618358400000,2021-04-14 00:00:00,BTC/USDT,63575.01000000,64854.00000000,61301.00000000,62959.53000000,82616.34399300,5239081228.15697651,2645625
1618272000000,2021-04-13 00:00:00,BTC/USDT,59860.01000000,63777.77000000,59805.15000000,63575.00000000,82848.68874600,5154877375.38961765,2703735
1618185600000,2021-04-12 00:00:00,BTC/USDT,59998.80000000,61300.00000000,59350.59000000,59860.00000000,56375.03711700,3393042867.87146672,1806298
1618099200000,2021-04-11 00:00:00,BTC/USDT,59769.13000000,60699.00000000,59232.52000000,60002.43000000,41156.71539100,2462032926.61798127,1746102
1618012800000,2021-04-10 00:00:00,BTC/USDT,58142.55000000,61500.00000000,57900.01000000,59769.13000000,69906.42411700,4197138552.46903365,2470398
1617926400000,2021-04-09 00:00:00,BTC/USDT,58077.52000000,58894.90000000,57654.00000000,58142.54000000,40831.88491100,2378340697.28958427,1615962
1617840000000,2021-04-08 00:00:00,BTC/USDT,55953.44000000,58153.31000000,55700.00000000,58077.52000000,44283.14701900,2531779682.55242696,1661080
1617753600000,2021-04-07 00:00:00,BTC/USDT,57990.03000000,58655.00000000,55473.00000000,55953.45000000,71228.40565900,4053294016.48451469,2206433
1617667200000,2021-04-06 00:00:00,BTC/USDT,59129.99000000,59495.24000000,57413.02000000,57991.15000000,54201.00072700,3166911557.14815778,1960513
1617580800000,2021-04-05 00:00:00,BTC/USDT,58202.01000000,59272.00000000,56777.77000000,59129.99000000,54258.01579000,3155214764.16448552,2035877
1617494400000,2021-04-04 00:00:00,BTC/USDT,57051.95000000,58492.85000000,56388.00000000,58202.01000000,41314.08197300,2380139010.73023250,1499113
1617408000000,2021-04-03 00:00:00,BTC/USDT,58950.01000000,59791.72000000,56880.00000000,57051.94000000,47409.85211300,2783151686.16453709,1606805
1617321600000,2021-04-02 00:00:00,BTC/USDT,58720.45000000,60200.00000000,58428.57000000,58950.01000000,47382.41878100,2811159761.26846735,1666356
1617235200000,2021-04-01 00:00:00,BTC/USDT,58739.46000000,59490.00000000,57935.45000000,58720.44000000,47415.61722000,2789238879.94337348,1594431
1617148800000,2021-03-31 00:00:00,BTC/USDT,58746.57000000,59800.00000000,56769.00000000,58740.55000000,60975.54266600,3575976083.80457570,1928224
1617062400000,2021-03-30 00:00:00,BTC/USDT,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200,3221944107.45503046,1612744
1616976000000,2021-03-29 00:00:00,BTC/USDT,55777.65000000,58405.82000000,54800.01000000,57635.47000000,67857.93739800,3877131109.73464578,1983437
1616889600000,2021-03-28 00:00:00,BTC/USDT,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100,2178777329.44521665,1551283
1616803200000,2021-03-27 00:00:00,BTC/USDT,55025.59000000,56700.36000000,53950.00000000,55817.14000000,50105.47505500,2767070175.86193082,1528776
1616716800000,2021-03-26 00:00:00,BTC/USDT,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200,3397036140.75163746,1773150
1616630400000,2021-03-25 00:00:00,BTC/USDT,52303.66000000,53287.00000000,50427.56000000,51293.78000000,87400.53453800,4536327184.95786042,2099425
1616544000000,2021-03-24 00:00:00,BTC/USDT,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100,4583159614.04646126,2401988
1616457600000,2021-03-23 00:00:00,BTC/USDT,54083.25000000,55830.90000000,53000.00000000,54340.89000000,59789.36542700,3264650774.81746144,1740349
1616371200000,2021-03-22 00:00:00,BTC/USDT,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900,3527479514.32565286,1927345
1616284800000,2021-03-21 00:00:00,BTC/USDT,58100.02000000,58589.10000000,55450.11000000,57351.56000000,48564.47027400,2774223129.62380987,1773546
1616198400000,2021-03-20 00:00:00,BTC/USDT,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600,2616535093.05158531,1724131
1616112000000,2021-03-19 00:00:00,BTC/USDT,57641.00000000,59468.00000000,56270.74000000,58030.01000000,52392.65296100,3052711147.93492521,1885830
1616025600000,2021-03-18 00:00:00,BTC/USDT,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500,3900885761.21280599,2040947
1615939200000,2021-03-17 00:00:00,BTC/USDT,56900.74000000,58974.73000000,54123.69000000,58912.97000000,70421.62084100,3960992972.15429223,2204296
1615852800000,2021-03-16 00:00:00,BTC/USDT,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,4304259207.64509981,2241208
1615766400000,2021-03-15 00:00:00,BTC/USDT,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800,5874241052.09337221,2683815
1615680000000,2021-03-14 00:00:00,BTC/USDT,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,3176397573.88464251,1829769
1615593600000,2021-03-13 00:00:00,BTC/USDT,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600,4933383453.24597802,2559002
1615507200000,2021-03-12 00:00:00,BTC/USDT,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,4162054726.37883880,2489931
1615420800000,2021-03-11 00:00:00,BTC/USDT,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900,4612366201.00222005,2509970
1615334400000,2021-03-10 00:00:00,BTC/USDT,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,4700197563.35921245,2647284
1615248000000,2021-03-09 00:00:00,BTC/USDT,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600,3861450964.65490351,2194398
1615161600000,2021-03-08 00:00:00,BTC/USDT,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,3400847931.03607402,1999401
1615075200000,2021-03-07 00:00:00,BTC/USDT,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,2778875909.44912621,1758101
1614988800000,2021-03-06 00:00:00,BTC/USDT,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,2143910705.29150321,1476474
1614902400000,2021-03-05 00:00:00,BTC/USDT,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,3727133104.83731038,2054216
1614816000000,2021-03-04 00:00:00,BTC/USDT,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,4079837240.85676201,2291936
1614729600000,2021-03-03 00:00:00,BTC/USDT,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,4109521257.54070026,2242131
1614643200000,2021-03-02 00:00:00,BTC/USDT,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,3120472069.90945280,1855583
1614556800000,2021-03-01 00:00:00,BTC/USDT,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,4057515794.86572823,2147223
1614470400000,2021-02-28 00:00:00,BTC/USDT,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,3708359965.45458128,1838345
1614384000000,2021-02-27 00:00:00,BTC/USDT,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,3105897438.55097179,1757720
1614297600000,2021-02-26 00:00:00,BTC/USDT,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,5086374532.73461493,2371766
1614211200000,2021-02-25 00:00:00,BTC/USDT,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,4152188728.14161469,2305679
1614124800000,2021-02-24 00:00:00,BTC/USDT,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,4574033001.37953613,2194532
1614038400000,2021-02-23 00:00:00,BTC/USDT,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,8215839131.24338574,3825196
1613952000000,2021-02-22 00:00:00,BTC/USDT,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,7213386720.43679782,3313083
1613865600000,2021-02-21 00:00:00,BTC/USDT,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,3317998263.34788921,1950533
1613779200000,2021-02-20 00:00:00,BTC/USDT,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,4551890859.85127464,2642846
1613692800000,2021-02-19 00:00:00,BTC/USDT,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,4251167827.68424644,2339215
1613606400000,2021-02-18 00:00:00,BTC/USDT,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,3149973077.48746591,1891592
1613520000000,2021-02-17 00:00:00,BTC/USDT,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,4365831514.81529820,2514374
1613433600000,2021-02-16 00:00:00,BTC/USDT,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,4349983777.69236727,2199849
