unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1598918400000,2020-09-01 00:00:00,BTC/USDT,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,928047313.48896665,1321492
1598832000000,2020-08-31 00:00:00,BTC/USDT,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400,646723855.57145354,822062
1598745600000,2020-08-30 00:00:00,BTC/USDT,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,501375342.93503890,756541
1598659200000,2020-08-29 00:00:00,BTC/USDT,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000,379228275.27072239,611834
1598572800000,2020-08-28 00:00:00,BTC/USDT,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,525606229.65425099,719985
1598486400000,2020-08-27 00:00:00,BTC/USDT,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300,717474981.66401255,959270
1598400000000,2020-08-26 00:00:00,BTC/USDT,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100,615452789.96733745,862654
1598313600000,2020-08-25 00:00:00,BTC/USDT,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.92327200,797034671.64528012,996668
1598227200000,2020-08-24 00:00:00,BTC/USDT,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700,542298951.53829801,656584
1598140800000,2020-08-23 00:00:00,BTC/USDT,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.00469000,440406018.65187866,627352
1598054400000,2020-08-22 00:00:00,BTC/USDT,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600,504305451.41086398,809328
1597968000000,2020-08-21 00:00:00,BTC/USDT,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.30614200,755451999.65409131,1189668
1597881600000,2020-08-20 00:00:00,BTC/USDT,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100,543576025.04851070,798027
1597795200000,2020-08-19 00:00:00,BTC/USDT,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.16960600,870612801.52956932,1258060
1597708800000,2020-08-18 00:00:00,BTC/USDT,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700,920402307.17681052,1189390
1597622400000,2020-08-17 00:00:00,BTC/USDT,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.21154000,1026883452.89477197,1210228
1597536000000,2020-08-16 00:00:00,BTC/USDT,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600,489731524.63694357,790240
1597449600000,2020-08-15 00:00:00,BTC/USDT,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.90505000,667446824.06412957,1018956
1597363200000,2020-08-14 00:00:00,BTC/USDT,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700,702273220.69641574,1011746
1597276800000,2020-08-13 00:00:00,BTC/USDT,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.49150200,809611114.21324839,1243382
1597190400000,2020-08-12 00:00:00,BTC/USDT,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400,743303608.09998264,1104096
1597104000000,2020-08-11 00:00:00,BTC/USDT,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.28463400,1049615697.13794155,1343979
1597017600000,2020-08-10 00:00:00,BTC/USDT,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700,1009169063.38321293,1340835
1596931200000,2020-08-09 00:00:00,BTC/USDT,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.06734200,483708602.89638040,853386
1596844800000,2020-08-08 00:00:00,BTC/USDT,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000,489087264.36028091,779318
1596758400000,2020-08-07 00:00:00,BTC/USDT,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.92602200,767005529.28212083,940045
1596672000000,2020-08-06 00:00:00,BTC/USDT,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000,746479211.71559485,919918
1596585600000,2020-08-05 00:00:00,BTC/USDT,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.25685200,861433645.42443967,964637
1596499200000,2020-08-04 00:00:00,BTC/USDT,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900,658084242.67972216,863692
1596412800000,2020-08-03 00:00:00,BTC/USDT,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.84147500,641127593.26145174,919185
1596326400000,2020-08-02 00:00:00,BTC/USDT,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400,1105757335.52816180,1459900
1596240000000,2020-08-01 00:00:00,BTC/USDT,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.48512600,987817017.31863258,1174252
1596153600000,2020-07-31 00:00:00,BTC/USDT,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400,786344325.85523136,971584
1596067200000,2020-07-30 00:00:00,BTC/USDT,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.82645600,669779541.88728343,879960
1595980800000,2020-07-29 00:00:00,BTC/USDT,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300,853242253.61582377,1127302
1595894400000,2020-07-28 00:00:00,BTC/USDT,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.73418700,1065375500.18918874,1475636
1595808000000,2020-07-27 00:00:00,BTC/USDT,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400,1580355372.09917984,1901088
1595721600000,2020-07-26 00:00:00,BTC/USDT,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.26931900,644607634.48177705,945611
1595635200000,2020-07-25 00:00:00,BTC/USDT,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600,391431695.71682177,675222
1595548800000,2020-07-24 00:00:00,BTC/USDT,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.13620500,419240263.52182820,677725
1595462400000,2020-07-23 00:00:00,BTC/USDT,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000,494282948.73368242,735371
1595376000000,2020-07-22 00:00:00,BTC/USDT,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.00410700,457776105.61557141,663029
1595289600000,2020-07-21 00:00:00,BTC/USDT,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600,563360524.79942825,782959
1595203200000,2020-07-20 00:00:00,BTC/USDT,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.76408200,325297289.27265834,557096
1595116800000,2020-07-19 00:00:00,BTC/USDT,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700,238521988.03132549,440449
1595030400000,2020-07-18 00:00:00,BTC/USDT,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.54145700,206628105.36278893,430377
1594944000000,2020-07-17 00:00:00,BTC/USDT,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100,256360345.57676793,470991
1594857600000,2020-07-16 00:00:00,BTC/USDT,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.57119100,395883667.02480033,681807
1594771200000,2020-07-15 00:00:00,BTC/USDT,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500,360201683.49480513,554780
1594684800000,2020-07-14 00:00:00,BTC/USDT,9242.61000000,9279.54000000,9113.00000000,9255.85000000,45772.55250900,421789086.45494741,613139
1594598400000,2020-07-13 00:00:00,BTC/USDT,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.06911500,396614086.79626994,642552
1594512000000,2020-07-12 00:00:00,BTC/USDT,9234.02000000,9345.00000000,9157.50000000,9302.75000000,30872.70228600,285591381.49153138,484875
1594425600000,2020-07-11 00:00:00,BTC/USDT,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.36600000,208410250.50959371,413452
1594339200000,2020-07-10 00:00:00,BTC/USDT,9232.42000000,9317.48000000,9125.00000000,9288.34000000,38295.49400600,352238898.76948255,525484
1594252800000,2020-07-09 00:00:00,BTC/USDT,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.45064500,447640493.54432978,575491
1594166400000,2020-07-08 00:00:00,BTC/USDT,9257.40000000,9470.00000000,9231.00000000,9436.06000000,56140.51778100,525344876.69992350,652605
1594080000000,2020-07-07 00:00:00,BTC/USDT,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.33667800,320576525.35534977,433481
1593993600000,2020-07-06 00:00:00,BTC/USDT,9069.41000000,9375.00000000,9055.92000000,9344.20000000,54463.13227700,502548376.20946366,533540
1593907200000,2020-07-05 00:00:00,BTC/USDT,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.65362700,308410443.65921520,384500
1593820800000,2020-07-04 00:00:00,BTC/USDT,9057.79000000,9190.00000000,9040.04000000,9135.46000000,26441.96848400,240576054.91572312,335225
1593734400000,2020-07-03 00:00:00,BTC/USDT,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.42017700,263123750.46717236,343189
1593648000000,2020-07-02 00:00:00,BTC/USDT,9231.99000000,9261.96000000,8940.00000000,9086.54000000,45725.16807600,417724468.88735677,470292
1593561600000,2020-07-01 00:00:00,BTC/USDT,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.52869900,354087627.16966118,374832
1593475200000,2020-06-30 00:00:00,BTC/USDT,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.16280100,287781334.51701579,328083
1593388800000,2020-06-29 00:00:00,BTC/USDT,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100,384206326.47068040,434299
1593302400000,2020-06-28 00:00:00,BTC/USDT,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.17642100,278721674.92211122,374404
1593216000000,2020-06-27 00:00:00,BTC/USDT,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300,419606802.23720138,499415
1593129600000,2020-06-26 00:00:00,BTC/USDT,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.29827700,461347064.82950308,510947
1593043200000,2020-06-25 00:00:00,BTC/USDT,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600,514396747.40478276,536205
1592956800000,2020-06-24 00:00:00,BTC/USDT,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.56146400,579426702.79668215,572362
1592870400000,2020-06-23 00:00:00,BTC/USDT,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000,395487616.46087799,474319
1592784000000,2020-06-22 00:00:00,BTC/USDT,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.46834300,550995799.06947046,588704
1592697600000,2020-06-21 00:00:00,BTC/USDT,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400,227467940.61021120,321015
1592611200000,2020-06-20 00:00:00,BTC/USDT,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.06538400,282120360.55675261,382778
1592524800000,2020-06-19 00:00:00,BTC/USDT,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300,423086965.19273827,503484
1592438400000,2020-06-18 00:00:00,BTC/USDT,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.95376500,351649555.07253869,475074
1592352000000,2020-06-17 00:00:00,BTC/USDT,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200,453209812.22578060,536158
1592265600000,2020-06-16 00:00:00,BTC/USDT,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.44692700,494458269.13979110,543481
1592179200000,2020-06-15 00:00:00,BTC/USDT,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,793518842.55098446,839521
1592092800000,2020-06-14 00:00:00,BTC/USDT,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800,282131272.38006622,415568
1592006400000,2020-06-13 00:00:00,BTC/USDT,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,261673162.25847242,392763
1591920000000,2020-06-12 00:00:00,BTC/USDT,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200,472007894.37567532,553203
1591833600000,2020-06-11 00:00:00,BTC/USDT,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,902075648.54538493,966502
1591747200000,2020-06-10 00:00:00,BTC/USDT,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200,462384305.35119935,560909
1591660800000,2020-06-09 00:00:00,BTC/USDT,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,447208895.83869834,551863
1591574400000,2020-06-08 00:00:00,BTC/USDT,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.66412500,395459395.82133724,485139
1591488000000,2020-06-07 00:00:00,BTC/USDT,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500,556919603.79154480,637766
1591401600000,2020-06-06 00:00:00,BTC/USDT,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.95089300,315604867.23614906,435796
1591315200000,2020-06-05 00:00:00,BTC/USDT,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000,465200788.20363384,566062
1591228800000,2020-06-04 00:00:00,BTC/USDT,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.10096900,557234945.64673886,665881
1591142400000,2020-06-03 00:00:00,BTC/USDT,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900,441928818.04301561,562784
1591056000000,2020-06-02 00:00:00,BTC/USDT,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.77315100,1070060237.13020932,1004312
1590969600000,2020-06-01 00:00:00,BTC/USDT,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000,749707596.65935731,826964
1590883200000,2020-05-31 00:00:00,BTC/USDT,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.78640300,461272298.85252054,651473
1590796800000,2020-05-30 00:00:00,BTC/USDT,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000,530598690.07145047,651290
1590710400000,2020-05-29 00:00:00,BTC/USDT,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.36296100,542758086.60647017,593705
1590624000000,2020-05-28 00:00:00,BTC/USDT,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200,693930106.18138250,738725
1590537600000,2020-05-27 00:00:00,BTC/USDT,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.35551400,624660855.78003700,662850
1590451200000,2020-05-26 00:00:00,BTC/USDT,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800,516455128.89068804,678304
1590364800000,2020-05-25 00:00:00,BTC/USDT,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.91094900,553545285.91401386,733557
1590278400000,2020-05-24 00:00:00,BTC/USDT,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000,636787240.37332477,774088
1590192000000,2020-05-23 00:00:00,BTC/USDT,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.29696600,400407195.62892234,512460
1590105600000,2020-05-22 00:00:00,BTC/USDT,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400,537847834.49670863,693694
1590019200000,2020-05-21 00:00:00,BTC/USDT,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.78096900,1002046265.94125970,951971
1589932800000,2020-05-20 00:00:00,BTC/USDT,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,721190802.76340253,731189
1589846400000,2020-05-19 00:00:00,BTC/USDT,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400,760713946.00854609,773581
1589760000000,2020-05-18 00:00:00,BTC/USDT,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,797622297.32616827,794292
1589673600000,2020-05-17 00:00:00,BTC/USDT,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300,663088800.81527807,722718
1589587200000,2020-05-16 00:00:00,BTC/USDT,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,560547005.02590862,692028
1589500800000,2020-05-15 00:00:00,BTC/USDT,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600,1099721375.89190578,1055630
1589414400000,2020-05-14 00:00:00,BTC/USDT,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,1247456797.81366625,1199530
1589328000000,2020-05-13 00:00:00,BTC/USDT,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800,839725719.96020766,869216
1589241600000,2020-05-12 00:00:00,BTC/USDT,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,760195457.05095863,784859
1589155200000,2020-05-11 00:00:00,BTC/USDT,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200,1468392820.76080359,1367382
1589068800000,2020-05-10 00:00:00,BTC/USDT,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,1594996476.97563696,1565771
1588982400000,2020-05-09 00:00:00,BTC/USDT,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.67956700,795001351.67970229,839384
1588896000000,2020-05-08 00:00:00,BTC/USDT,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000,997005843.74047920,967816
1588809600000,2020-05-07 00:00:00,BTC/USDT,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.61137800,1409783462.00636428,1254835
1588723200000,2020-05-06 00:00:00,BTC/USDT,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000,972793508.46490739,1007661
1588636800000,2020-05-05 00:00:00,BTC/USDT,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.76534200,683083018.87798085,812543
1588550400000,2020-05-04 00:00:00,BTC/USDT,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100,738343818.69392538,848802
1588464000000,2020-05-03 00:00:00,BTC/USDT,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.06564300,808427095.93215912,877460
1588377600000,2020-05-02 00:00:00,BTC/USDT,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000,523838859.54424918,637884
1588291200000,2020-05-01 00:00:00,BTC/USDT,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.81505900,805640126.63087045,865960
1588204800000,2020-04-30 00:00:00,BTC/USDT,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400,1839283907.46251938,1661554
1588118400000,2020-04-29 00:00:00,BTC/USDT,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.88751400,1536390177.04494896,1433128
1588032000000,2020-04-28 00:00:00,BTC/USDT,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800,357391780.93076267,499414
1587945600000,2020-04-27 00:00:00,BTC/USDT,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.33957600,504025811.65125354,637800
1587859200000,2020-04-26 00:00:00,BTC/USDT,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900,384202783.27470957,554480
1587772800000,2020-04-25 00:00:00,BTC/USDT,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.42772600,331292050.77197311,521943
1587686400000,2020-04-24 00:00:00,BTC/USDT,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900,452118137.79400162,601093
1587600000000,2020-04-23 00:00:00,BTC/USDT,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.56956100,756320213.58585215,881099
1587513600000,2020-04-22 00:00:00,BTC/USDT,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400,431271646.17559905,508659
1587427200000,2020-04-21 00:00:00,BTC/USDT,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.71080800,411800606.08159712,555797
1587340800000,2020-04-20 00:00:00,BTC/USDT,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000,629612368.74768921,785174
1587254400000,2020-04-19 00:00:00,BTC/USDT,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.86393000,326485586.93173834,483574
1587168000000,2020-04-18 00:00:00,BTC/USDT,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900,354845083.77618894,494670
1587081600000,2020-04-17 00:00:00,BTC/USDT,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.50976300,382334236.16947893,537554
1586995200000,2020-04-16 00:00:00,BTC/USDT,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900,865277543.39469342,971163
1586908800000,2020-04-15 00:00:00,BTC/USDT,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.38499400,416947490.61569572,581374
1586822400000,2020-04-14 00:00:00,BTC/USDT,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500,474794776.19211112,608665
1586736000000,2020-04-13 00:00:00,BTC/USDT,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.47657300,649390681.24850258,804179
1586649600000,2020-04-12 00:00:00,BTC/USDT,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100,516235035.18651132,648323
1586563200000,2020-04-11 00:00:00,BTC/USDT,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.29320600,311699573.51667396,484618
1586476800000,2020-04-10 00:00:00,BTC/USDT,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500,727281590.77193982,949050
1586390400000,2020-04-09 00:00:00,BTC/USDT,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.87241700,444741085.90375861,686207
1586304000000,2020-04-08 00:00:00,BTC/USDT,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800,555122600.27502590,750516
1586217600000,2020-04-07 00:00:00,BTC/USDT,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.16891800,757201786.69766315,924436
1586131200000,2020-04-06 00:00:00,BTC/USDT,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200,837357664.65192143,956586
1586044800000,2020-04-05 00:00:00,BTC/USDT,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.35698300,337062083.00202794,506433
1585958400000,2020-04-04 00:00:00,BTC/USDT,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900,495076283.52090415,659051
1585872000000,2020-04-03 00:00:00,BTC/USDT,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.27693900,710254017.10027212,840456
1585785600000,2020-04-02 00:00:00,BTC/USDT,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100,1014494762.44164222,1101043
1585699200000,2020-04-01 00:00:00,BTC/USDT,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.75240000,618527468.83416410,758061
1585612800000,2020-03-31 00:00:00,BTC/USDT,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900,465780496.62248718,538231
1585526400000,2020-03-30 00:00:00,BTC/USDT,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.54999200,747569726.45441973,784034
1585440000000,2020-03-29 00:00:00,BTC/USDT,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400,383707122.50096294,496709
1585353600000,2020-03-28 00:00:00,BTC/USDT,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.69342900,577986706.12893653,725588
1585267200000,2020-03-27 00:00:00,BTC/USDT,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400,551326113.85520389,643631
1585180800000,2020-03-26 00:00:00,BTC/USDT,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.55521100,552537189.47935146,668467
1585094400000,2020-03-25 00:00:00,BTC/USDT,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900,880250736.90798865,912179
1585008000000,2020-03-24 00:00:00,BTC/USDT,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.00987800,1001890515.23998861,1012669
1584921600000,2020-03-23 00:00:00,BTC/USDT,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500,1015525672.07438633,1099406
1584835200000,2020-03-22 00:00:00,BTC/USDT,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.99052700,722895653.51006145,952259
1584748800000,2020-03-21 00:00:00,BTC/USDT,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300,794962136.63841710,990974
1584662400000,2020-03-20 00:00:00,BTC/USDT,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.32951400,1401734013.17520213,1580069
1584576000000,2020-03-19 00:00:00,BTC/USDT,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900,1164739707.51423590,1403608
1584489600000,2020-03-18 00:00:00,BTC/USDT,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.63489400,719748122.45301997,962843
1584403200000,2020-03-17 00:00:00,BTC/USDT,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800,793147908.26849729,1069217
1584316800000,2020-03-16 00:00:00,BTC/USDT,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.92276000,1113690309.10158680,1608176
1584230400000,2020-03-15 00:00:00,BTC/USDT,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400,753755706.42687720,1037714
1584144000000,2020-03-14 00:00:00,BTC/USDT,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.13597400,736651880.92107893,1106125